C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_10_454.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_10_454.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_10_454.jpg, 0, 0, 0, 7.807022E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_10_554.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_10_554.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_10_554.jpg, 0, 0, 0, 7.798531E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_10_657.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_10_657.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_10_657.jpg, 0, 0, 0, 7.952472E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_10_758.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_10_758.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_10_758.jpg, 0, 0, 0, 7.827506E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_10_860.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_10_860.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_10_860.jpg, 0, 0, 0, 7.771242E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_10_961.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_10_961.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_10_961.jpg, 0, 0, 0, 8.126105E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_154.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_154.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_154.jpg, 0, 0, 0, 7.859846E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_255.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_255.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_255.jpg, 0, 0, 0, 7.832603E-05
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_356.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_356.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_356.jpg, 0, 0.1435392, 0, 0.05809782
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_460.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_460.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_460.jpg, 0, 0.4439802, 0, 0.446205
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_565.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_565.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_565.jpg, 0, 0.7969974, 0, 1.345445
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_668.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_668.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_668.jpg, -0.1127439, 1, 0, 2.490895
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_772.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_772.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_772.jpg, -0.4241232, 1, 0, 3.65257
C:\Users\86178\Desktop\simulator-windows-64\IMG\center_2023_04_13_21_58_11_872.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\left_2023_04_13_21_58_11_872.jpg, C:\Users\86178\Desktop\simulator-windows-64\IMG\right_2023_04_13_21_58_11_872.jpg, -0.2412711, 1, 0, 4.817502
